Rank,Name,,Country,Qualification,Semi-Final,Final,event_name,date,gender
30,MARCO ANTONIO,JUBES ANGARITA,ESP,36   26. | 33   30. [28.84],,,Puurs_(BEL)_2013,20 September - 21 September 2013,Men
31,JABEE,KIM,KOR,29+  39. | 36   25. [32.05],,,Puurs_(BEL)_2013,20 September - 21 September 2013,Men
32,ELKO,SCHELLINGERHOUT,NED,32+  31. | 33   30. [32.50],,,Puurs_(BEL)_2013,20 September - 21 September 2013,Men
33,SEBASTIAN,HALENKE,GER,32   36. | 33   30. [33.94],,,Puurs_(BEL)_2013,20 September - 21 September 2013,Men
34,NAOTO,HAKAMADA,JPN,33+  28. | 31+  35. [34.06],,,Puurs_(BEL)_2013,20 September - 21 September 2013,Men
34,MINORU,NAKANO,JPN,33+  28. | 31+  35. [34.06],,,Puurs_(BEL)_2013,20 September - 21 September 2013,Men
36,JONGWON,CHON,KOR,30   38. | 33   30. [34.87],,,Puurs_(BEL)_2013,20 September - 21 September 2013,Men
37,JAVIER,CANO BLAZQUEZ,ESP,32+  31. | 31+  35. [36.33],,,Puurs_(BEL)_2013,20 September - 21 September 2013,Men
37,NICOLA,DE MATTIA,ITA,32+  31. | 31+  35. [36.33],,,Puurs_(BEL)_2013,20 September - 21 September 2013,Men
37,EMMANUEL,LOPEZ,FRA,32+  31. | 31+  35. [36.33],,,Puurs_(BEL)_2013,20 September - 21 September 2013,Men
40,OR,WECHSLER,ISR,31   37. | 31+  35. [38.47],,,Puurs_(BEL)_2013,20 September - 21 September 2013,Men
41,RUBEN,FIRNENBURG,GER,28+  41. | 31+  35. [40.74],,,Puurs_(BEL)_2013,20 September - 21 September 2013,Men
41,DIMITRI,VOGT,SUI,28+  41. | 31+  35. [40.74],,,Puurs_(BEL)_2013,20 September - 21 September 2013,Men
43,KEVIN,HUSER,SUI,27+  43. | 31+  35. [42.19],,,Puurs_(BEL)_2013,20 September - 21 September 2013,Men
43,TEUN,KEUSTERS,NED,27+  43. | 31+  35. [42.19],,,Puurs_(BEL)_2013,20 September - 21 September 2013,Men
45,DAAN,GROSKAMP,NED,26+  48. | 31+  35. [43.82],,,Puurs_(BEL)_2013,20 September - 21 September 2013,Men
46,LUCAS,GAONA,CHI,27+  43. | 31   46. [45.49],,,Puurs_(BEL)_2013,20 September - 21 September 2013,Men
46,WANNE,LIBOT,BEL,27+  43. | 31   46. [45.49],,,Puurs_(BEL)_2013,20 September - 21 September 2013,Men
48,FACUNDO,LANGBEHN,CHI,27   47. | 26   49. [47.99],,,Puurs_(BEL)_2013,20 September - 21 September 2013,Men
49,LUKAS,GEUKENS,BEL,21+  50. | 27   48. [48.99],,,Puurs_(BEL)_2013,20 September - 21 September 2013,Men
50,BOB,SCHUBERT,NED,25   49. | 24+  50. [49.50],,,Puurs_(BEL)_2013,20 September - 21 September 2013,Men
51,JURGEN,LIS,BEL,21   51. | 21+  51. [51.00],,,Puurs_(BEL)_2013,20 September - 21 September 2013,Men
1,JAIN,KIM,KOR,46   9. | top  1. [4.74],45,top,Puurs_(BEL)_2013,20 September - 21 September 2013,Women
2,MINA,MARKOVIC,SLO,48   5. | top  1. [3.54],44+,50,Puurs_(BEL)_2013,20 September - 21 September 2013,Women
3,MOMOKA,ODA,JPN,48+  3. | top  1. [2.96],44+,43+,Puurs_(BEL)_2013,20 September - 21 September 2013,Women
4,DINARA,FAKHRITDINOVA,RUS,49   2. | 41   9. [4.24],42+,43+,Puurs_(BEL)_2013,20 September - 21 September 2013,Women
5,AKIYO,NOGUCHI,JPN,45   10. | 42+  6. [7.75],42+,43+,Puurs_(BEL)_2013,20 September - 21 September 2013,Women
6,ANAK,VERHOEVEN,BEL,17   36. | 39+  11. [21.51],42+,38+,Puurs_(BEL)_2013,20 September - 21 September 2013,Women
7,HÉLÈNE,JANICOT,FRA,46+  8. | 44   5. [6.32],42+,36+,Puurs_(BEL)_2013,20 September - 21 September 2013,Women
8,MAGDALENA,RÖCK,AUT,top  1. | top  1. [1.58],42+,30+,Puurs_(BEL)_2013,20 September - 21 September 2013,Women
9,JENNY,LAVARDA,ITA,37+  13. | 39+  11. [13.23],38,,Puurs_(BEL)_2013,20 September - 21 September 2013,Women
10,BARBARA,BACHER,AUT,37+  13. | 33+  18. [16.31],38,,Puurs_(BEL)_2013,20 September - 21 September 2013,Women
11,KATHARINA,POSCH,AUT,47   6. | 41+  7. [6.98],37+,,Puurs_(BEL)_2013,20 September - 21 September 2013,Women
12,MATHILDE,BRUMAGNE,BEL,47   6. | 40+  10. [8.06],37+,,Puurs_(BEL)_2013,20 September - 21 September 2013,Women
13,SALOMÉ,ROMAIN,FRA,38   12. | 41+  7. [9.49],36+,,Puurs_(BEL)_2013,20 September - 21 September 2013,Women
14,REBEKKA,STOTZ,SUI,48+  3. | 10   38. [11.53],36,,Puurs_(BEL)_2013,20 September - 21 September 2013,Women
15,YUKA,KOBAYASHI,JPN,39+  11. | 39+  11. [11.73],29+,,Puurs_(BEL)_2013,20 September - 21 September 2013,Women
16,NIKKI,VAN BERGEN,NED,37+  13. | 39+  11. [13.23],29+,,Puurs_(BEL)_2013,20 September - 21 September 2013,Women
17,SOL,SA,KOR,36+  17. | 33+  18. [18.49],28+,,Puurs_(BEL)_2013,20 September - 21 September 2013,Women
18,CLAUDIA,GHISOLFI,ITA,32+  25. | 31+  23. [24.24],27+,,Puurs_(BEL)_2013,20 September - 21 September 2013,Women
19,MANUELA,SIGRIST,SUI,37   16. | 34+  17. [16.49],22+,,Puurs_(BEL)_2013,20 September - 21 September 2013,Women
20,TINA JOHNSEN,HAFSAAS,NOR,36+  17. | 35+  16. [16.97],22+,,Puurs_(BEL)_2013,20 September - 21 September 2013,Women
21,TINA,SUSTERSIC,SLO,34   23. | 31   25. [24.24],22+,,Puurs_(BEL)_2013,20 September - 21 September 2013,Women
22,EVGENIIA,MALAMID,RUS,34+  21. | 39   15. [17.96],19+,,Puurs_(BEL)_2013,20 September - 21 September 2013,Women
23,KATHERINE,CHOONG,SUI,36+  17. | 32   22. [19.90],19+,,Puurs_(BEL)_2013,20 September - 21 September 2013,Women
24,CHRISTINA,STÜTZ,AUT,34+  21. | 33+  18. [20.21],19+,,Puurs_(BEL)_2013,20 September - 21 September 2013,Women
25,MIHO,NONAKA,JPN,32   26. | 31+  23. [24.95],19+,,Puurs_(BEL)_2013,20 September - 21 September 2013,Women
26,PATRICIA,HOLZMANN,GER,28+  30. | 33   21. [25.31],17+,,Puurs_(BEL)_2013,20 September - 21 September 2013,Women
27,HANNAH,BAEHR,GER,36   20. | 24   32. [25.50],,,Puurs_(BEL)_2013,20 September - 21 September 2013,Women
28,SOHO,LANGBEHN,CHI,34   23. | 24+  29. [26.55],,,Puurs_(BEL)_2013,20 September - 21 September 2013,Women
29,ANNE-SOPHIE,KOLLER,SUI,31+  28. | 29+  27. [28.00],,,Puurs_(BEL)_2013,20 September - 21 September 2013,Women
30,DENISE,BERTRAM,GER,28+  30. | 30+  26. [28.16],,,Puurs_(BEL)_2013,20 September - 21 September 2013,Women
31,FEDERICA,MINGOLLA,ITA,32   26. | 24+  29. [28.20],,,Puurs_(BEL)_2013,20 September - 21 September 2013,Women
32,CHLOE,CAULIER,BEL,31+  28. | 24+  29. [29.24],,,Puurs_(BEL)_2013,20 September - 21 September 2013,Women
33,SAKIKO,OSAWA,JPN,17+  35. | 29+  27. [31.02],,,Puurs_(BEL)_2013,20 September - 21 September 2013,Women
34,IRATI,ANDA VILLANUEVA,ESP,28   32. | 24   32. [32.25],,,Puurs_(BEL)_2013,20 September - 21 September 2013,Women
35,MONA,KELLNER,GER,25+  33. | 18+  35. [34.23],,,Puurs_(BEL)_2013,20 September - 21 September 2013,Women
36,HANNARAI,SONG,KOR,17   36. | 23   34. [35.47],,,Puurs_(BEL)_2013,20 September - 21 September 2013,Women
36,CHRISTY,SPURRELL,CAN,21+  34. | 17   37. [35.47],,,Puurs_(BEL)_2013,20 September - 21 September 2013,Women
38,TABITHA,BUMA,NED,17   36. | 18+  35. [36.24],,,Puurs_(BEL)_2013,20 September - 21 September 2013,Women
1,RAMÓN,JULIAN PUIGBLANQUE,ESP,top  1. | top  1. [9.75],top,45,Perm_(RUS)_2013,27 September - 29 September 2013,Men
2,JAKOB,SCHUBERT,AUT,top  1. | top  1. [9.75],top,43+,Perm_(RUS)_2013,27 September - 29 September 2013,Men
3,HYUNBIN,MIN,KOR,top  1. | top  1. [9.75],top,37+,Perm_(RUS)_2013,27 September - 29 September 2013,Men
4,DMITRII,FAKIRIANOV,RUS,top  1. | top  1. [9.75],top,35+,Perm_(RUS)_2013,27 September - 29 September 2013,Men
5,ROMAIN,DESGRANGES,FRA,top  1. | top  1. [9.75],top,31,Perm_(RUS)_2013,27 September - 29 September 2013,Men
6,GAUTIER,SUPPER,FRA,top  1. | top  1. [9.75],top,30+,Perm_(RUS)_2013,27 September - 29 September 2013,Men
7,MANUEL,ROMAIN,FRA,top  1. | top  1. [9.75],top,27,Perm_(RUS)_2013,27 September - 29 September 2013,Men
8,STEFANO,GHISOLFI,ITA,top  1. | top  1. [9.75],top,23+,Perm_(RUS)_2013,27 September - 29 September 2013,Men
9,DOMEN,SKOFIC,SLO,top  1. | top  1. [9.75],top,22,Perm_(RUS)_2013,27 September - 29 September 2013,Men
10,THOMAS,BALLET,FRA,top  1. | top  1. [9.75],41+,,Perm_(RUS)_2013,27 September - 29 September 2013,Men
11,MARIO,LECHNER,AUT,top  1. | top  1. [9.75],39+,,Perm_(RUS)_2013,27 September - 29 September 2013,Men
12,ALEXANDER,KALINA,RUS,top  1. | top  1. [9.75],37,,Perm_(RUS)_2013,27 September - 29 September 2013,Men
13,THOMAS,TAUPORN,GER,top  1. | top  1. [9.75],34,,Perm_(RUS)_2013,27 September - 29 September 2013,Men
14,SEMEN,CHESNOKOV,RUS,36+  19. | 37   25. [22.08],31+,,Perm_(RUS)_2013,27 September - 29 September 2013,Men
15,LUKAS,KÖB,AUT,33+  23. | 39+  21. [22.91],31+,,Perm_(RUS)_2013,27 September - 29 September 2013,Men
16,KLEMEN,BECAN,SLO,top  1. | top  1. [9.75],31,,Perm_(RUS)_2013,27 September - 29 September 2013,Men
16,MIKHAIL,CHERNIKOV,RUS,top  1. | top  1. [9.75],31,,Perm_(RUS)_2013,27 September - 29 September 2013,Men
18,ARMAN,TER-MINASYAN,RUS,top  1. | top  1. [9.75],30+,,Perm_(RUS)_2013,27 September - 29 September 2013,Men
18,LOÏC,TIMMERMANS,BEL,top  1. | top  1. [9.75],30+,,Perm_(RUS)_2013,27 September - 29 September 2013,Men
18,FRANCESCO,VETTORATA,ITA,top  1. | top  1. [9.75],30+,,Perm_(RUS)_2013,27 September - 29 September 2013,Men
21,JABEE,KIM,KOR,33+  23. | 38+  22. [23.72],30+,,Perm_(RUS)_2013,27 September - 29 September 2013,Men
22,EVGENII,ZAZULIN,RUS,36   21. | 40   20. [20.49],26+,,Perm_(RUS)_2013,27 September - 29 September 2013,Men
23,OR,WECHSLER,ISR,36+  19. | 38+  22. [20.95],26+,,Perm_(RUS)_2013,27 September - 29 September 2013,Men
24,QINGHUA,WANG,CHN,33+  23. | 37+  24. [24.49],26+,,Perm_(RUS)_2013,27 September - 29 September 2013,Men
25,CHRISTOPH,HANKE,GER,34   22. | top  1. [14.83],24+,,Perm_(RUS)_2013,27 September - 29 September 2013,Men
26,ANDREY,SHAGIN,RUS,33+  23. | 36+  26. [25.98],24+,,Perm_(RUS)_2013,27 September - 29 September 2013,Men
27,ARSENIY,KUPCHIK,RUS,33+  23. | 36   29. [26.93],,,Perm_(RUS)_2013,27 September - 29 September 2013,Men
28,GLEB,VOLKOV,RUS,31   29. | 36+  26. [28.22],,,Perm_(RUS)_2013,27 September - 29 September 2013,Men
29,YURY,NOVITSKIY,RUS,30+  31. | 36+  26. [28.93],,,Perm_(RUS)_2013,27 September - 29 September 2013,Men
30,VICTOR,MUSIHIN,RUS,33   28. | 33   31. [29.46],,,Perm_(RUS)_2013,27 September - 29 September 2013,Men
31,VSEVOLOD,ILINYKH,RUS,31   29. | 34+  30. [29.75],,,Perm_(RUS)_2013,27 September - 29 September 2013,Men
32,DMITRIY,BOGOMOLOV,RUS,23+  32. | 32+  32. [32.00],,,Perm_(RUS)_2013,27 September - 29 September 2013,Men
1,JAIN,KIM,KOR,top  1. | top  1. [9.95],top,top,Perm_(RUS)_2013,27 September - 29 September 2013,Women
2,MAGDALENA,RÖCK,AUT,top  1. | top  1. [9.95],top,32+,Perm_(RUS)_2013,27 September - 29 September 2013,Women
3,MOMOKA,ODA,JPN,top  1. | top  1. [9.95],top,32+,Perm_(RUS)_2013,27 September - 29 September 2013,Women
4,MINA,MARKOVIC,SLO,top  1. | top  1. [9.95],top,32+,Perm_(RUS)_2013,27 September - 29 September 2013,Women
5,HÉLÈNE,JANICOT,FRA,top  1. | top  1. [9.95],39,32+,Perm_(RUS)_2013,27 September - 29 September 2013,Women
6,DINARA,FAKHRITDINOVA,RUS,top  1. | top  1. [9.95],top,31,Perm_(RUS)_2013,27 September - 29 September 2013,Women
7,KATHARINA,POSCH,AUT,top  1. | top  1. [9.95],38+,27+,Perm_(RUS)_2013,27 September - 29 September 2013,Women
8,YANA,CHERESHNEVA,RUS,top  1. | top  1. [9.95],39+,27,Perm_(RUS)_2013,27 September - 29 September 2013,Women
9,MATHILDE,BRUMAGNE,BEL,44   18. | top  1. [14.07],36+,,Perm_(RUS)_2013,27 September - 29 September 2013,Women
10,JENNY,LAVARDA,ITA,top  1. | top  1. [9.95],35+,,Perm_(RUS)_2013,27 September - 29 September 2013,Women
11,YUKA,KOBAYASHI,JPN,top  1. | top  1. [9.95],34+,,Perm_(RUS)_2013,27 September - 29 September 2013,Women
11,EVGENIIA,MALAMID,RUS,top  1. | top  1. [9.95],34+,,Perm_(RUS)_2013,27 September - 29 September 2013,Women
13,BARBARA,BACHER,AUT,top  1. | top  1. [9.95],32+,,Perm_(RUS)_2013,27 September - 29 September 2013,Women
13,ANASTASIIA,SAMOILINA,RUS,top  1. | top  1. [9.95],32+,,Perm_(RUS)_2013,27 September - 29 September 2013,Women
13,NIKKI,VAN BERGEN,NED,top  1. | top  1. [9.95],32+,,Perm_(RUS)_2013,27 September - 29 September 2013,Women
16,MARIA,TOLOKONINA,RUS,36+  20. | top  1. [14.83],31+,,Perm_(RUS)_2013,27 September - 29 September 2013,Women
17,ANNA,TSYGANOVA,RUS,30   24. | 35   23. [23.49],30+,,Perm_(RUS)_2013,27 September - 29 September 2013,Women
18,ALEXANDRA,GOLOVINA,RUS,33+  21. | top  1. [15.20],26,,Perm_(RUS)_2013,27 September - 29 September 2013,Women
19,MARIA,BELOMESTNOVA,RUS,top  1. | top  1. [9.95],25+,,Perm_(RUS)_2013,27 September - 29 September 2013,Women
20,NATALIIA,STEPANOVA,RUS,32+  23. | 35+  22. [22.49],25+,,Perm_(RUS)_2013,27 September - 29 September 2013,Women
21,DANA,GILEMKHANOVA,RUS,top  1. | top  1. [9.95],24+,,Perm_(RUS)_2013,27 September - 29 September 2013,Women
22,EKATERINA,NOVITSKAIA,RUS,41+  19. | top  1. [14.46],23+,,Perm_(RUS)_2013,27 September - 29 September 2013,Women
23,RONG,JIANG,CHN,18   25. | 19+  25. [25.00],19+,,Perm_(RUS)_2013,27 September - 29 September 2013,Women
24,NATALIA,BEZBORODOVA,RUS,33   22. | 31+  24. [22.98],18+,,Perm_(RUS)_2013,27 September - 29 September 2013,Women
25,TINA,SUSTERSIC,SLO,top  1. | top  1. [9.95],12+,,Perm_(RUS)_2013,27 September - 29 September 2013,Women
1,SACHI,AMMA,JPN,top  1. | top  1. [9.49],46+,46+,Mokpo_(KOR)_2013,11 October - 12 October 2013,Men
2,HYUNBIN,MIN,KOR,top  1. | top  1. [9.49],46+,46+,Mokpo_(KOR)_2013,11 October - 12 October 2013,Men
3,SEAN,MCCOLL,CAN,top  1. | top  1. [9.49],top,45+,Mokpo_(KOR)_2013,11 October - 12 October 2013,Men
4,JAKOB,SCHUBERT,AUT,top  1. | top  1. [9.49],47+,45+,Mokpo_(KOR)_2013,11 October - 12 October 2013,Men
5,ROMAIN,DESGRANGES,FRA,top  1. | top  1. [9.49],47+,45,Mokpo_(KOR)_2013,11 October - 12 October 2013,Men
6,DOMEN,SKOFIC,SLO,top  1. | top  1. [9.49],47+,43+,Mokpo_(KOR)_2013,11 October - 12 October 2013,Men
7,MANUEL,ROMAIN,FRA,top  1. | top  1. [9.49],44,43+,Mokpo_(KOR)_2013,11 October - 12 October 2013,Men
8,STEFANO,GHISOLFI,ITA,top  1. | top  1. [9.49],46,41+,Mokpo_(KOR)_2013,11 October - 12 October 2013,Men
9,GAUTIER,SUPPER,FRA,top  1. | top  1. [9.49],43+,,Mokpo_(KOR)_2013,11 October - 12 October 2013,Men
10,RAMÓN,JULIAN PUIGBLANQUE,ESP,top  1. | top  1. [9.49],42+,,Mokpo_(KOR)_2013,11 October - 12 October 2013,Men
10,NAOKI,SHIMATANI,JPN,top  1. | top  1. [9.49],42+,,Mokpo_(KOR)_2013,11 October - 12 October 2013,Men
12,AKITO,MATSUSHIMA,JPN,top  1. | top  1. [9.49],42,,Mokpo_(KOR)_2013,11 October - 12 October 2013,Men
13,URBAN,PRIMOZIC,SLO,top  1. | top  1. [9.49],41+,,Mokpo_(KOR)_2013,11 October - 12 October 2013,Men
14,DAVOUD,REKABI,IRI,top  1. | top  1. [9.49],41,,Mokpo_(KOR)_2013,11 October - 12 October 2013,Men
15,MARIO,LECHNER,AUT,top  1. | top  1. [9.49],40,,Mokpo_(KOR)_2013,11 October - 12 October 2013,Men
16,LOÏC,TIMMERMANS,BEL,top  1. | top  1. [9.49],39,,Mokpo_(KOR)_2013,11 October - 12 October 2013,Men
17,SEUNGWOON,CHO,KOR,40+  20. | 44   23. [21.91],37,,Mokpo_(KOR)_2013,11 October - 12 October 2013,Men
18,MARCO ANTONIO,JUBES ANGARITA,ESP,top  1. | top  1. [9.49],33+,,Mokpo_(KOR)_2013,11 October - 12 October 2013,Men
19,DAISUKE,KASAHARA,JPN,top  1. | 47+  19. [14.14],33+,,Mokpo_(KOR)_2013,11 October - 12 October 2013,Men
20,HANWOOL,KIM,KOR,39+  22. | 46+  22. [22.25],33+,,Mokpo_(KOR)_2013,11 October - 12 October 2013,Men
21,JABEE,KIM,KOR,40   21. | 44   23. [22.45],32,,Mokpo_(KOR)_2013,11 October - 12 October 2013,Men
22,MYEONGSU,KIM,KOR,39   24. | 39+  28. [25.92],32,,Mokpo_(KOR)_2013,11 October - 12 October 2013,Men
23,TOMOA,NARASAKI,JPN,39+  22. | 47+  19. [21.21],30,,Mokpo_(KOR)_2013,11 October - 12 October 2013,Men
24,JONGWON,CHON,KOR,top  1. | 47+  19. [14.14],29+,,Mokpo_(KOR)_2013,11 October - 12 October 2013,Men
25,HONGIL,KIM,KOR,34   27. | 48+  18. [22.05],28,,Mokpo_(KOR)_2013,11 October - 12 October 2013,Men
26,SUNGBO,SEO,KOR,34+  26. | 44   23. [24.98],21+,,Mokpo_(KOR)_2013,11 October - 12 October 2013,Men
27,HEEYONG,PARK,KOR,35   25. | 40+  27. [25.98],,,Mokpo_(KOR)_2013,11 October - 12 October 2013,Men
28,CHANGHYON,LEE,KOR,27   28. | 42+  26. [26.98],,,Mokpo_(KOR)_2013,11 October - 12 October 2013,Men
29,YOUNGWHA,KIM,KOR,24+  29. | 36+  30. [29.50],,,Mokpo_(KOR)_2013,11 October - 12 October 2013,Men
29,KIYOON,KWON,KOR,23+  30. | 37   29. [29.50],,,Mokpo_(KOR)_2013,11 October - 12 October 2013,Men
31,GAURAV,KUMAR,IND,17+  31. | 26+  31. [31.00],,,Mokpo_(KOR)_2013,11 October - 12 October 2013,Men
1,MINA,MARKOVIC,SLO,top  1. | top  1. [5.74],top,top,Mokpo_(KOR)_2013,11 October - 12 October 2013,Women
2,JAIN,KIM,KOR,top  1. | top  1. [5.74],top,top,Mokpo_(KOR)_2013,11 October - 12 October 2013,Women
3,MOMOKA,ODA,JPN,top  1. | top  1. [5.74],50+,59,Mokpo_(KOR)_2013,11 October - 12 October 2013,Women
4,HÉLÈNE,JANICOT,FRA,top  1. | top  1. [5.74],50+,55+,Mokpo_(KOR)_2013,11 October - 12 October 2013,Women
5,ANAK,VERHOEVEN,BEL,top  1. | top  1. [5.74],48+,55+,Mokpo_(KOR)_2013,11 October - 12 October 2013,Women
6,MAGDALENA,RÖCK,AUT,top  1. | top  1. [5.74],49,45+,Mokpo_(KOR)_2013,11 October - 12 October 2013,Women
7,AKIYO,NOGUCHI,JPN,top  1. | top  1. [5.74],48+,45+,Mokpo_(KOR)_2013,11 October - 12 October 2013,Women
8,RISA,OTA,JPN,top  1. | top  1. [5.74],44,44+,Mokpo_(KOR)_2013,11 October - 12 October 2013,Women
9,NIKKI,VAN BERGEN,NED,top  1. | top  1. [5.74],43+,,Mokpo_(KOR)_2013,11 October - 12 October 2013,Women
10,MATHILDE,BRUMAGNE,BEL,45   11. | top  1. [8.12],43+,,Mokpo_(KOR)_2013,11 October - 12 October 2013,Women
11,KATHARINA,POSCH,AUT,top  1. | 51+  14. [8.77],42+,,Mokpo_(KOR)_2013,11 October - 12 October 2013,Women
12,SOL,SA,KOR,43   13. | top  1. [8.83],42+,,Mokpo_(KOR)_2013,11 October - 12 October 2013,Women
13,YUKA,KOBAYASHI,JPN,42+  14. | 50   17. [16.23],42,,Mokpo_(KOR)_2013,11 October - 12 October 2013,Women
14,KATHARINA,SAURWEIN,AUT,42+  14. | 52+  12. [13.64],35,,Mokpo_(KOR)_2013,11 October - 12 October 2013,Women
15,ANDREA BRIGITTA,SZEKELY,HUN,42   18. | 52   13. [15.30],32,,Mokpo_(KOR)_2013,11 October - 12 October 2013,Women
16,SOLAH,KIM,KOR,42+  14. | 50+  15. [15.50],32,,Mokpo_(KOR)_2013,11 October - 12 October 2013,Women
17,HAIMI,CHO,KOR,38+  19. | 47+  18. [18.49],29,,Mokpo_(KOR)_2013,11 October - 12 October 2013,Women
18,BARBARA,BACHER,AUT,43+  12. | 50+  15. [13.64],28+,,Mokpo_(KOR)_2013,11 October - 12 October 2013,Women
19,SEUNGHYUN,KIM,KOR,35+  21. | 41   21. [21.25],23,,Mokpo_(KOR)_2013,11 October - 12 October 2013,Women
20,HANNARAI,SONG,KOR,24+  24. | 42   20. [21.91],23,,Mokpo_(KOR)_2013,11 October - 12 October 2013,Women
21,MINSEON,KIM,KOR,42+  14. | 44+  19. [17.16],21+,,Mokpo_(KOR)_2013,11 October - 12 October 2013,Women
22,HYOJUNG,KIM,KOR,38   20. | 39   22. [21.21],20+,,Mokpo_(KOR)_2013,11 October - 12 October 2013,Women
23,JIHYEON,JEONG,KOR,35+  21. | 35   25. [23.18],12+,,Mokpo_(KOR)_2013,11 October - 12 October 2013,Women
24,HANBIN,CHOI,KOR,25   23. | 34+  26. [24.45],12+,,Mokpo_(KOR)_2013,11 October - 12 October 2013,Women
25,HYUNSOOK,LEE,KOR,21   27. | 38+  24. [25.46],12,,Mokpo_(KOR)_2013,11 October - 12 October 2013,Women
26,WOONWHA,JEONG,KOR,24   25. | 39   22. [23.72],10+,,Mokpo_(KOR)_2013,11 October - 12 October 2013,Women
27,EUNJOUNG,YANG,KOR,23+  26. | 28   27. [26.50],,,Mokpo_(KOR)_2013,11 October - 12 October 2013,Women
1,SACHI,AMMA,JPN,top  1. | top  1. [5.92],34+,44+,Wujiang_(CHN)_2013,19 October - 20 October 2013,Men
2,SEAN,MCCOLL,CAN,top  1. | top  1. [5.92],36+,43+,Wujiang_(CHN)_2013,19 October - 20 October 2013,Men
3,JAKOB,SCHUBERT,AUT,top  1. | top  1. [5.92],36+,41+,Wujiang_(CHN)_2013,19 October - 20 October 2013,Men
4,ROMAIN,DESGRANGES,FRA,top  1. | top  1. [5.92],33+,41+,Wujiang_(CHN)_2013,19 October - 20 October 2013,Men
5,URBAN,PRIMOZIC,SLO,32+  17. | 40   10. [13.04],34+,40+,Wujiang_(CHN)_2013,19 October - 20 October 2013,Men
6,MANUEL,ROMAIN,FRA,top  1. | top  1. [5.92],33+,38+,Wujiang_(CHN)_2013,19 October - 20 October 2013,Men
7,GAUTIER,SUPPER,FRA,top  1. | top  1. [5.92],33,38+,Wujiang_(CHN)_2013,19 October - 20 October 2013,Men
8,NAOKI,SHIMATANI,JPN,top  1. | 37+  12. [9.54],33,29,Wujiang_(CHN)_2013,19 October - 20 October 2013,Men
9,STEFANO,GHISOLFI,ITA,top  1. | 39+  11. [8.77],32+,,Wujiang_(CHN)_2013,19 October - 20 October 2013,Men
10,NAOTO,HAKAMADA,JPN,top  1. | 37+  12. [9.54],32+,,Wujiang_(CHN)_2013,19 October - 20 October 2013,Men
11,DOMEN,SKOFIC,SLO,top  1. | top  1. [5.92],31+,,Wujiang_(CHN)_2013,19 October - 20 October 2013,Men
12,MARIO,LECHNER,AUT,33+  14. | 37+  12. [13.96],30+,,Wujiang_(CHN)_2013,19 October - 20 October 2013,Men
13,SHINTA,OZAWA,JPN,top  1. | 36   16. [10.58],27+,,Wujiang_(CHN)_2013,19 October - 20 October 2013,Men
14,JIACUO,SUOLANG,CHN,33+  14. | 24   21. [17.75],27+,,Wujiang_(CHN)_2013,19 October - 20 October 2013,Men
15,AKITO,MATSUSHIMA,JPN,top  1. | top  1. [5.92],26,,Wujiang_(CHN)_2013,19 October - 20 October 2013,Men
16,MARCO ANTONIO,JUBES ANGARITA,ESP,33+  14. | 35+  17. [15.97],22+,,Wujiang_(CHN)_2013,19 October - 20 October 2013,Men
17,RAMÓN,JULIAN PUIGBLANQUE,ESP,top  1. | top  1. [5.92],20+,,Wujiang_(CHN)_2013,19 October - 20 October 2013,Men
18,QINGHUA,WANG,CHN,29+  18. | 31+  19. [18.75],20+,,Wujiang_(CHN)_2013,19 October - 20 October 2013,Men
19,ZIDA,MA,CHN,21   21. | 27+  20. [20.49],20,,Wujiang_(CHN)_2013,19 October - 20 October 2013,Men
20,HAIBIN,QU,CHN,27   20. | 33+  18. [18.97],15,,Wujiang_(CHN)_2013,19 October - 20 October 2013,Men
21,GAURAV,KUMAR,IND,19+  22. | 17+  22. [22.00],13+,,Wujiang_(CHN)_2013,19 October - 20 October 2013,Men
22,DAVOUD,REKABI,IRI,29+  18. | 37   15. [16.66],10,,Wujiang_(CHN)_2013,19 October - 20 October 2013,Men
1,MINA,MARKOVIC,SLO,top  1. | top  1. [5.10],top,38+,Wujiang_(CHN)_2013,19 October - 20 October 2013,Women
2,JAIN,KIM,KOR,top  1. | top  1. [5.10],49,38+,Wujiang_(CHN)_2013,19 October - 20 October 2013,Women
3,MAGDALENA,RÖCK,AUT,top  1. | top  1. [5.10],51+,34+,Wujiang_(CHN)_2013,19 October - 20 October 2013,Women
4,DINARA,FAKHRITDINOVA,RUS,top  1. | top  1. [5.10],42+,32+,Wujiang_(CHN)_2013,19 October - 20 October 2013,Women
5,MOMOKA,ODA,JPN,top  1. | top  1. [5.10],49,27+,Wujiang_(CHN)_2013,19 October - 20 October 2013,Women
6,NIKKI,VAN BERGEN,NED,top  1. | 39+  8. [7.65],42+,27,Wujiang_(CHN)_2013,19 October - 20 October 2013,Women
7,KATHARINA,POSCH,AUT,top  1. | top  1. [5.10],42+,26+,Wujiang_(CHN)_2013,19 October - 20 October 2013,Women
8,RISA,OTA,JPN,top  1. | 39+  8. [7.65],42+,26+,Wujiang_(CHN)_2013,19 October - 20 October 2013,Women
9,AKIYO,NOGUCHI,JPN,top  1. | top  1. [5.10],41+,,Wujiang_(CHN)_2013,19 October - 20 October 2013,Women
10,HÉLÈNE,JANICOT,FRA,top  1. | 37+  11. [8.46],41+,,Wujiang_(CHN)_2013,19 October - 20 October 2013,Women
