Name,AthleteUrl,Gender,Height,Active,Participations,Age
Sandra LETTNER,https://ifsc.results.info/#/athlete/1270,Women,161,2015,94,22
Laura FARHAT DE ARAUJO FRAGA TIMO,https://ifsc.results.info/#/athlete/12901,Women,-,2021,10,16
Mariana HANGGI CORREIA,https://ifsc.results.info/#/athlete/12902,Women,-,2021,12,17
Rebecca FRANGOS,https://ifsc.results.info/#/athlete/1577,Women,-,2011,63,26
Martina CASTRO,https://ifsc.results.info/#/athlete/13971,Women,-,2023,8,18
Marketa JANOSOVA,https://ifsc.results.info/#/athlete/1453,Women,159,2018,70,19
Hélène JANICOT,https://ifsc.results.info/#/athlete/455,Women,165,2008,113,30
Manon HILY,https://ifsc.results.info/#/athlete/462,Women,154,2009,74,30
Molly THOMPSON-SMITH,https://ifsc.results.info/#/athlete/642,Women,159,2011,109,26
Holly TOOTHILL,https://ifsc.results.info/#/athlete/694,Women,165,2016,33,22
Mariam IOSELIANI,https://ifsc.results.info/#/athlete/10369,Women,-,2008,1,31
Leonie LOCHNER,https://ifsc.results.info/#/athlete/2018,Women,-,2015,36,23
Afra HÖNIG,https://ifsc.results.info/#/athlete/3354,Women,165,2009,59,28
Hana KOIKE,https://ifsc.results.info/#/athlete/11784,Women,167,2019,25,18
Arantza LUNA VELASCO,https://ifsc.results.info/#/athlete/4206,Women,-,2015,20,22
María Fernanda HIDALGO AMEZQUITA,https://ifsc.results.info/#/athlete/4220,Women,-,2017,27,22
Sofia Alejandra HERRERA VEGA CENTENO,https://ifsc.results.info/#/athlete/11650,Women,168,2019,8,28
Julija KRUDER,https://ifsc.results.info/#/athlete/1137,Women,175,2011,65,26
Lucija TARKUS,https://ifsc.results.info/#/athlete/1181,Women,160,2017,76,20
Mira CAPICCHIONI,https://ifsc.results.info/#/athlete/11790,Women,-,2019,5,18
Zoe BITTERS,https://ifsc.results.info/#/athlete/14556,Women,-,2023,1,21
Adriene Akiko CLARK,https://ifsc.results.info/#/athlete/13020,Women,168,2022,9,19
Quinn MASON,https://ifsc.results.info/#/athlete/1914,Women,-,2017,22,20
Arantza FERNÁNDEZ GUTIERREZ,https://ifsc.results.info/#/athlete/4227,Women,-,2017,17,21
Valeria MACIAS FERREIRA,https://ifsc.results.info/#/athlete/4221,Women,-,2017,21,22
Sydney WILLIAMS,https://ifsc.results.info/#/athlete/14568,Women,-,2023,1,17
Isis ROTHFORK,https://ifsc.results.info/#/athlete/14069,Women,-,2022,7,19
Madeline MORRIS,https://ifsc.results.info/#/athlete/14569,Women,-,2023,1,26
Micaela PATAJO,https://ifsc.results.info/#/athlete/14570,Women,-,2023,1,16
Kailer KORDEWICK,https://ifsc.results.info/#/athlete/14056,Women,-,2022,2,17
Matias OCHOA MARCOS,https://ifsc.results.info/#/athlete/12054,Men,170,2019,12,22
Lautaro Nicolás SORIA SANCHEZ,https://ifsc.results.info/#/athlete/14439,Men,-,2023,12,28
Aiden YANEV,https://ifsc.results.info/#/athlete/2567,Men,165,2018,9,20
Maxim PARE,https://ifsc.results.info/#/athlete/2565,Men,-,2018,16,20
Richard SCHWARK,https://ifsc.results.info/#/athlete/14538,Men,-,2023,3,21
Kindar MCNAMEE,https://ifsc.results.info/#/athlete/1647,Men,-,2017,21,21
Benjamin AYALA,https://ifsc.results.info/#/athlete/3903,Men,-,2014,38,26
Benjamin VARGAS,https://ifsc.results.info/#/athlete/3916,Men,180,2017,38,24
Martin STRANIK,https://ifsc.results.info/#/athlete/1361,Men,178,2004,139,33
Marek JELIGA,https://ifsc.results.info/#/athlete/1437,Men,171,2017,46,20
Jachym CINK,https://ifsc.results.info/#/athlete/1434,Men,-,2017,42,20
Adam ONDRA,https://ifsc.results.info/#/athlete/1364,Men,186,2007,118,30
Stepan STRANIK,https://ifsc.results.info/#/athlete/1357,Men,-,2001,44,36
Simon POTUCEK,https://ifsc.results.info/#/athlete/1418,Men,-,2016,58,22
Eneko CARRETERO CRUZ,https://ifsc.results.info/#/athlete/818,Men,-,2016,59,22
Guillermo PEINADO FRANGANILLO,https://ifsc.results.info/#/athlete/13316,Men,169,2022,26,18
Tuukka SIMONEN,https://ifsc.results.info/#/athlete/12460,Men,-,2021,10,21
Arthur LE BRIS,https://ifsc.results.info/#/athlete/12509,Men,180,2021,6,21
Alexander MEGOS,https://ifsc.results.info/#/athlete/2574,Men,175,2008,89,30
Ioannis-filippos NOEL-BAKER,https://ifsc.results.info/#/athlete/11636,Men,182,2019,18,20
Chi-fung AU,https://ifsc.results.info/#/athlete/2217,Men,-,2011,106,28
Gabriele MORONI,https://ifsc.results.info/#/athlete/849,Men,-,2001,107,36
Alexey PANFILOV,https://ifsc.results.info/#/athlete/3367,Men,-,2011,34,26
Artyom DEVYATERIKOV,https://ifsc.results.info/#/athlete/3358,Men,-,2005,92,36
Santiago DE ALBA FLORES,https://ifsc.results.info/#/athlete/6092,Men,-,2008,44,31
Viktor TRPOVSKI,https://ifsc.results.info/#/athlete/3188,Men,-,2014,29,23
Paul BRAND,https://ifsc.results.info/#/athlete/3607,Men,182,2017,42,20
Don VAN LAERE,https://ifsc.results.info/#/athlete/3591,Men,-,2015,39,24
Calrin CURTIS,https://ifsc.results.info/#/athlete/1052,Men,-,2011,20,30
Julien CLÉMENCE,https://ifsc.results.info/#/athlete/4283,Men,-,2016,60,22
Robert LUBY,https://ifsc.results.info/#/athlete/2769,Men,-,2015,13,27
Peter KURIC,https://ifsc.results.info/#/athlete/2767,Men,175,2015,70,22
Fredrik SERLACHIUS,https://ifsc.results.info/#/athlete/2670,Men,-,2012,83,25
Leonid OSADCHYI,https://ifsc.results.info/#/athlete/1513,Men,-,2015,41,22
Evangelina BRIGGS,https://ifsc.results.info/#/athlete/13661,Women,-,2022,7,17
Alejandra CONTRERAS,https://ifsc.results.info/#/athlete/3911,Women,160,2014,84,23
Muykuay SILVA,https://ifsc.results.info/#/athlete/3900,Women,162,2012,40,25
Tereza SIRUCKOVA,https://ifsc.results.info/#/athlete/1447,Women,-,2017,50,20
Arina JURCENKO,https://ifsc.results.info/#/athlete/12330,Women,-,2021,35,17
Ema GALEOVA,https://ifsc.results.info/#/athlete/12859,Women,-,2021,10,21
Barbora ZITKOVA,https://ifsc.results.info/#/athlete/14291,Women,-,2023,6,18
Miriam DIEZ LUENGO,https://ifsc.results.info/#/athlete/13412,Women,-,2022,11,19
Rebeca PÉREZ DUATO,https://ifsc.results.info/#/athlete/13450,Women,-,2022,10,25
Rosa ARNOLD,https://ifsc.results.info/#/athlete/12623,Women,-,2021,16,17
Flavy COHAUT,https://ifsc.results.info/#/athlete/553,Women,174,2016,39,22
Sandra HOPFENSITZ,https://ifsc.results.info/#/athlete/11740,Women,165,2019,33,20
Evdoxia-aikaterini KALLIA,https://ifsc.results.info/#/athlete/4121,Women,163,2017,34,21
Svana BJARNASON,https://ifsc.results.info/#/athlete/14483,Women,171,2023,11,32
Valeri KREMER,https://ifsc.results.info/#/athlete/3979,Women,-,2007,75,32
Giulia MEDICI,https://ifsc.results.info/#/athlete/910,Women,-,2014,61,24
Margarita AGAMBAYEVA,https://ifsc.results.info/#/athlete/3374,Women,-,2013,71,24
Arta MATELSONE,https://ifsc.results.info/#/athlete/12296,Women,-,2021,6,26
María Fernanda GONZÁLEZ RÁMIREZ,https://ifsc.results.info/#/athlete/4215,Women,-,2017,19,22
Lisa KLEM,https://ifsc.results.info/#/athlete/3622,Women,-,2018,23,19
Sunniva Eik HAAVE,https://ifsc.results.info/#/athlete/3068,Women,-,2013,34,26
Anne ACKRE,https://ifsc.results.info/#/athlete/13272,Women,-,2022,14,20
Janja GARNBRET,https://ifsc.results.info/#/athlete/1147,Women,164,2013,126,24
Lucka RAKOVEC,https://ifsc.results.info/#/athlete/1160,Women,170,2015,92,22
Natalie BÄRTSCHI,https://ifsc.results.info/#/athlete/4293,Women,-,2008,61,29
Anastasiia KOBETS,https://ifsc.results.info/#/athlete/12562,Women,156,2021,42,17
Daria NESTERENKO,https://ifsc.results.info/#/athlete/11624,Women,-,2019,28,20
Bautista GREGORINI,https://ifsc.results.info/#/athlete/12026,Men,-,2019,17,21
Pheaktra SAMBATH,https://ifsc.results.info/#/athlete/14643,Men,-,2023,4,22
Joaquin URRUTIA,https://ifsc.results.info/#/athlete/11862,Men,-,2019,26,18
Marcelo Ignacio VARGAS CLAROS,https://ifsc.results.info/#/athlete/14641,Men,-,2023,4,22
Toivo ELORANTA,https://ifsc.results.info/#/athlete/14602,Men,176,2023,2,17
Pierre LE CERF,https://ifsc.results.info/#/athlete/546,Men,-,2015,23,23
Antoine GIRARD,https://ifsc.results.info/#/athlete/390,Men,-,1998,21,23
Leo FAVOT,https://ifsc.results.info/#/athlete/574,Men,-,2017,23,23
Joseph XIBERRAS,https://ifsc.results.info/#/athlete/735,Men,182,2018,30,19
Michail VOLYRAKIS,https://ifsc.results.info/#/athlete/13686,Men,182,2022,7,24
Daniel Alejandro MERINO ORDÓÑEZ,https://ifsc.results.info/#/athlete/14636,Men,173,2023,4,22
Gholamali BARATZADEH,https://ifsc.results.info/#/athlete/3460,Men,-,2005,60,38
Radin FOROUGHIAN,https://ifsc.results.info/#/athlete/12074,Men,-,2019,14,19
Yotam BEN REUVEN,https://ifsc.results.info/#/athlete/4046,Men,-,2018,20,22
Ido FIDEL,https://ifsc.results.info/#/athlete/4021,Men,180,2017,10,20
Davide Marco COLOMBO,https://ifsc.results.info/#/athlete/953,Men,-,2016,57,21
Pietro VIDI,https://ifsc.results.info/#/athlete/12815,Men,-,2021,12,21
Nicolò SARTIRANA,https://ifsc.results.info/#/athlete/1047,Men,169,2018,14,20
Vaidotas MONSTAVICIUS,https://ifsc.results.info/#/athlete/12863,Men,176,2021,5,33
Matej MARKOV,https://ifsc.results.info/#/athlete/14601,Men,-,2023,7,16
Jovan IVANOV,https://ifsc.results.info/#/athlete/5804,Men,-,2005,13,33
Martin BERGANT,https://ifsc.results.info/#/athlete/1135,Men,182,2010,93,28
Domen SKOFIC,https://ifsc.results.info/#/athlete/1129,Men,177,2008,168,29
Rocio Ailen BECERRA,https://ifsc.results.info/#/athlete/3160,Women,157,2014,25,24
Jordyn DAMASCO,https://ifsc.results.info/#/athlete/2564,Women,-,2018,5,20
Vinnith IM,https://ifsc.results.info/#/athlete/14644,Women,-,2023,4,17
Ignacia MELLADO QUINTEROS,https://ifsc.results.info/#/athlete/11420,Women,160,2018,37,21
Grecia Daniela HERNANDEZ GUERRERO,https://ifsc.results.info/#/athlete/14677,Women,-,2023,4,17
Aida TORRES ILLAMOLA,https://ifsc.results.info/#/athlete/841,Women,-,2018,53,21
Alexandra KATERI,https://ifsc.results.info/#/athlete/13721,Women,157,2022,2,34
Iris Pamela DURON ANTONIO,https://ifsc.results.info/#/athlete/14637,Women,164,2023,4,23
Elnaz REKABI,https://ifsc.results.info/#/athlete/3465,Women,161,2007,78,34
Rahil RAMEZANI,https://ifsc.results.info/#/athlete/3525,Women,-,2016,22,22
Maya DREAMER,https://ifsc.results.info/#/athlete/4018,Women,-,2017,25,22
Claudia GHISOLFI,https://ifsc.results.info/#/athlete/860,Women,162,2010,82,27
Caterina DAL ZOTTO,https://ifsc.results.info/#/athlete/1039,Women,-,2018,13,20
Miriam FOGU,https://ifsc.results.info/#/athlete/991,Women,171,2017,31,21
Sara TRAJKOSKA,https://ifsc.results.info/#/athlete/12939,Women,-,2021,12,17
Dominik HAERTL,https://ifsc.results.info/#/athlete/1262,Men,-,2014,31,24
Andreas HOFHERR,https://ifsc.results.info/#/athlete/1282,Men,-,2017,28,20
Maximilian LENZ,https://ifsc.results.info/#/athlete/1332,Men,-,2017,22,20
Julian WIMMER,https://ifsc.results.info/#/athlete/11580,Men,-,2019,37,18
Timo UZNIK,https://ifsc.results.info/#/athlete/12382,Men,-,2020,34,18
Ilja AUERSPERG,https://ifsc.results.info/#/athlete/12500,Men,-,2021,25,17
Mikel Asier LINACISORO MOLINA,https://ifsc.results.info/#/athlete/793,Men,184,2014,129,23
Samuel BUTTERWORTH,https://ifsc.results.info/#/athlete/12237,Men,-,2022,10,22
Orfeas TSIAOUSIS,https://ifsc.results.info/#/athlete/4119,Men,171,2017,22,24
Nimród Sebestyén TUSNÁDY,https://ifsc.results.info/#/athlete/2201,Men,-,2018,57,19
Reza KOLASANGIAN,https://ifsc.results.info/#/athlete/3484,Men,-,2013,32,31
Birgir Óli SNORRASON,https://ifsc.results.info/#/athlete/14482,Men,170,2023,5,28
Guðmundur Freyr ARNARSON,https://ifsc.results.info/#/athlete/14481,Men,-,2023,6,25
Yuval SHEMLA,https://ifsc.results.info/#/athlete/3989,Men,168,2012,84,25
Shion OMATA,https://ifsc.results.info/#/athlete/13986,Men,162,2022,13,17
Roman SIVAKOV,https://ifsc.results.info/#/athlete/4391,Men,-,2018,18,20
Hector LOPEZ VALDEZ,https://ifsc.results.info/#/athlete/6393,Men,-,2012,17,28
Jonas UTELLI,https://ifsc.results.info/#/athlete/3883,Men,175,2017,38,20
Gianstefano DI NINO,https://ifsc.results.info/#/athlete/12027,Men,-,2019,12,20
Luis CASTELLANOS,https://ifsc.results.info/#/athlete/10886,Men,-,2012,14,29
Johannes HOFHERR,https://ifsc.results.info/#/athlete/1283,Men,178,2016,52,21
Mathias POSCH,https://ifsc.results.info/#/athlete/1251,Men,171,2013,70,24
Raffael GRUBER,https://ifsc.results.info/#/athlete/12313,Men,-,2020,32,17
Louis GUNDOLF,https://ifsc.results.info/#/athlete/1277,Men,188,2015,54,22
Jules MARCHALAND,https://ifsc.results.info/#/athlete/605,Men,175,2018,15,22
Nao MONCHOIS,https://ifsc.results.info/#/athlete/519,Men,-,2014,35,25
Philipp MARTIN,https://ifsc.results.info/#/athlete/765,Men,173,2018,49,29
Christoph HANKE,https://ifsc.results.info/#/athlete/2014,Men,167,2009,92,29
Hritik MARNE,https://ifsc.results.info/#/athlete/2658,Men,-,2017,27,23
Giorgio BENDAZZOLI,https://ifsc.results.info/#/athlete/893,Men,-,2013,36,24
Giorgio TOMATIS,https://ifsc.results.info/#/athlete/1005,Men,180,2017,47,20
Masahiro HIGUCHI,https://ifsc.results.info/#/athlete/2261,Men,169,2007,75,31
Taisei HOMMA,https://ifsc.results.info/#/athlete/2370,Men,177,2016,39,24
Satone YOSHIDA,https://ifsc.results.info/#/athlete/11390,Men,168,2018,37,19
Milan PRESKAR,https://ifsc.results.info/#/athlete/1134,Men,172,2010,66,27
Lovro CREP,https://ifsc.results.info/#/athlete/11915,Men,170,2019,36,19
Dimitri VOGT,https://ifsc.results.info/#/athlete/3427,Men,158,2011,83,26
Nino GRÜNENFELDER,https://ifsc.results.info/#/athlete/4284,Men,172,2017,45,22
Tomas PLEVKO,https://ifsc.results.info/#/athlete/2763,Men,-,2013,25,24
Illia BAKHMET-SMOLENSKYI,https://ifsc.results.info/#/athlete/11572,Men,-,2019,23,18
Ariane FRANKEN,https://ifsc.results.info/#/athlete/12383,Women,165,2020,30,18
Anna BOLIUS,https://ifsc.results.info/#/athlete/12597,Women,-,2021,14,16
Lea KEMPF,https://ifsc.results.info/#/athlete/1285,Women,-,2018,30,19
Maya KLAUNZER,https://ifsc.results.info/#/athlete/13403,Women,171,2022,8,20
Lucie DELCOIGNE,https://ifsc.results.info/#/athlete/349,Women,-,2016,35,21
Lucie WATILLON,https://ifsc.results.info/#/athlete/363,Women,-,2017,72,20
Anja SANTINI MIKULIĆ,https://ifsc.results.info/#/athlete/12507,Women,-,2021,20,18
Iziar MARTÍNEZ ALMENDROS,https://ifsc.results.info/#/athlete/12358,Women,-,2020,50,18
Lucy GARLICK,https://ifsc.results.info/#/athlete/12947,Women,165,2021,22,16
Louise FLOCKHART,https://ifsc.results.info/#/athlete/742,Women,172,2018,30,19
Anna Maria APEL,https://ifsc.results.info/#/athlete/12336,Women,-,2020,44,18
Danai VALSAMIDI,https://ifsc.results.info/#/athlete/4135,Women,-,2018,9,20
Leonie HOFER,https://ifsc.results.info/#/athlete/12519,Women,-,2021,14,17
Lynn VAN DER MEER,https://ifsc.results.info/#/athlete/3594,Women,168,2015,43,24
Ariane JANATA-BURNS,https://ifsc.results.info/#/athlete/13780,Women,172,2022,5,17
Tegwen OATES,https://ifsc.results.info/#/athlete/12308,Women,-,2020,14,20
Vita LUKAN,https://ifsc.results.info/#/athlete/1153,Women,164,2014,113,23
Martina BURŠÍKOVÁ,https://ifsc.results.info/#/athlete/12348,Women,169,2020,43,17
Lianet CASTILLO,https://ifsc.results.info/#/athlete/11989,Women,-,2019,13,20
Julia FISER,https://ifsc.results.info/#/athlete/1239,Women,158,2011,77,26
Sophia AVENDER,https://ifsc.results.info/#/athlete/12778,Women,-,2021,18,16
Mattea PÖTZI,https://ifsc.results.info/#/athlete/1266,Women,160,2014,61,23
Eva Maria HAMMELMÜLLER,https://ifsc.results.info/#/athlete/1259,Women,167,2014,89,23
Chloe EARLE,https://ifsc.results.info/#/athlete/1617,Women,167,2015,13,23
Julia CHANOURDIE,https://ifsc.results.info/#/athlete/466,Women,164,2010,115,27
Salomé ROMAIN,https://ifsc.results.info/#/athlete/467,Women,149,2010,83,27
Käthe ATKINS,https://ifsc.results.info/#/athlete/3424,Women,170,2018,26,22
Martina DEMMEL,https://ifsc.results.info/#/athlete/12324,Women,157,2020,21,22
Natsuki TANII,https://ifsc.results.info/#/athlete/2381,Women,152,2017,45,20
Tina Johnsen HAFSAAS,https://ifsc.results.info/#/athlete/3060,Women,164,2008,107,29
Tjasa SLEMENSEK,https://ifsc.results.info/#/athlete/1148,Women,168,2013,70,24
Lana SKUSEK,https://ifsc.results.info/#/athlete/1155,Women,162,2014,47,23
Michelle HULLIGER,https://ifsc.results.info/#/athlete/4301,Women,157,2013,69,24
Nika POTAPOVA,https://ifsc.results.info/#/athlete/1526,Women,154,2017,67,20
Jordi POLES,https://ifsc.results.info/#/athlete/606,Men,176,2018,5,20
Sebastian HALENKE,https://ifsc.results.info/#/athlete/3125,Men,177,2009,87,28
Ravianto RAMADHAN,https://ifsc.results.info/#/athlete/3331,Men,172,2017,9,21
Raviandi RAMADHAN,https://ifsc.results.info/#/athlete/3332,Men,170,2017,10,21
Alireza PILEHFOROUSHAN,https://ifsc.results.info/#/athlete/3543,Men,-,2016,8,23
Luca MALOSTI,https://ifsc.results.info/#/athlete/12814,Men,175,2019,17,20
Neo SUZUKI,https://ifsc.results.info/#/athlete/14606,Men,-,2023,9,19
Haruki UEMURA,https://ifsc.results.info/#/athlete/11850,Men,174,2019,19,19
Dimitri FLICK,https://ifsc.results.info/#/athlete/13722,Men,-,2022,8,24
Dario JOST,https://ifsc.results.info/#/athlete/3885,Men,-,2017,33,20
Romain SABATIER,https://ifsc.results.info/#/athlete/12415,Men,-,2021,16,18
Lukas ZGRAGGEN,https://ifsc.results.info/#/athlete/4282,Men,-,2018,23,19
Auswin AUEAREECHIT,https://ifsc.results.info/#/athlete/13842,Men,-,2022,10,16
Chad HORTON,https://ifsc.results.info/#/athlete/14354,Men,-,2023,2,25
Lawrence BOGESCHDORFER,https://ifsc.results.info/#/athlete/1317,Men,-,2017,52,21
Pedro EGG,https://ifsc.results.info/#/athlete/11881,Men,-,2019,9,22
Jose Tomas LEDESMA,https://ifsc.results.info/#/athlete/11857,Men,-,2019,19,19
Tomas CHICAIZA DAVILA,https://ifsc.results.info/#/athlete/12045,Men,175,2019,14,18
Marceau GARNIER,https://ifsc.results.info/#/athlete/612,Men,-,2018,12,22
Matthew FALL,https://ifsc.results.info/#/athlete/13806,Men,185,2022,10,21
Dorian ZEDLER,https://ifsc.results.info/#/athlete/12743,Men,-,2021,17,21
Aodhan UMLAUF,https://ifsc.results.info/#/athlete/12742,Men,-,2021,18,16
Luca ROBBIATI,https://ifsc.results.info/#/athlete/13353,Men,-,2022,11,20
Sho TAKENAKA,https://ifsc.results.info/#/athlete/14726,Men,-,2023,4,20
Mikolaj WROBLEWSKI,https://ifsc.results.info/#/athlete/8835,Men,-,2012,11,26
Gustavo Jose PEREZ,https://ifsc.results.info/#/athlete/3182,Men,-,2017,17,22
Nolwenn ARC,https://ifsc.results.info/#/athlete/530,Women,157,2015,53,23
Ilaria SCOLARIS,https://ifsc.results.info/#/athlete/895,Women,160,2013,39,25
Federica PAPETTI,https://ifsc.results.info/#/athlete/1023,Women,-,2018,49,19
Valentina ARNOLDI,https://ifsc.results.info/#/athlete/12835,Women,-,2021,9,18
Miu KAKIZAKI,https://ifsc.results.info/#/athlete/12846,Women,149,2021,13,20
Alyssa MEYER,https://ifsc.results.info/#/athlete/1068,Women,-,2016,10,21
Zoé EGLI,https://ifsc.results.info/#/athlete/3880,Women,164,2016,56,22
Anne-sophie KOLLER,https://ifsc.results.info/#/athlete/3426,Women,160,2010,95,27
Noé LOOSER,https://ifsc.results.info/#/athlete/12222,Women,-,2021,28,17
Carmen CONTRERAS,https://ifsc.results.info/#/athlete/3912,Women,-,2018,24,19
Anahí RIVEROS,https://ifsc.results.info/#/athlete/11825,Women,-,2019,7,19
Leslie Adriana ROMERO PÉREZ,https://ifsc.results.info/#/athlete/13373,Women,160,2022,12,25
Carla MARTÍNEZ VIDAL,https://ifsc.results.info/#/athlete/13761,Women,157,2022,18,21
Nele THOMAS,https://ifsc.results.info/#/athlete/12741,Women,-,2021,18,16
Ainaz MOHAMMADI SARDOO,https://ifsc.results.info/#/athlete/11949,Women,-,2019,4,18
Mahya DARABIAN,https://ifsc.results.info/#/athlete/3524,Women,-,2016,35,21
Agnese FIORIO,https://ifsc.results.info/#/athlete/13342,Women,-,2022,16,18
Sofia BELLESINI,https://ifsc.results.info/#/athlete/11598,Women,-,2019,38,18
Abby GEBERT,https://ifsc.results.info/#/athlete/3772,Women,-,2018,13,19
Campbell HARRISON,https://ifsc.results.info/#/athlete/2493,Men,182,2012,66,26
Dylan SOIN,https://ifsc.results.info/#/athlete/13854,Men,-,2022,7,17
Stepan POTUCEK,https://ifsc.results.info/#/athlete/1449,Men,-,2017,42,22
Arsène DUVAL,https://ifsc.results.info/#/athlete/516,Men,181,2014,44,24
Jeremy BONDER,https://ifsc.results.info/#/athlete/470,Men,168,2010,57,32
Örjan RÖDLAND VAAGE,https://ifsc.results.info/#/athlete/3097,Men,-,2018,19,22
André NERES,https://ifsc.results.info/#/athlete/3780,Men,-,2003,27,38
Gustavo CUNHA,https://ifsc.results.info/#/athlete/11508,Men,-,2019,17,19
Darius RAPA,https://ifsc.results.info/#/athlete/12340,Men,-,2020,33,17
Paul CRISTEA,https://ifsc.results.info/#/athlete/2749,Men,-,2018,21,19
Mel JANSE VAN RENSBURG,https://ifsc.results.info/#/athlete/1095,Men,174,2018,14,22
Camille POUGET,https://ifsc.results.info/#/athlete/561,Women,162,2016,46,21
Léa MARIGO,https://ifsc.results.info/#/athlete/539,Women,-,2015,11,29
Ina PLASSOUX DJIGA,https://ifsc.results.info/#/athlete/12326,Women,-,2020,7,24
Meije LERONDEL,https://ifsc.results.info/#/athlete/12476,Women,159,2021,15,17
Viola BATTISTELLA,https://ifsc.results.info/#/athlete/1022,Women,-,2018,27,19
Sara ZERAATZADEH,https://ifsc.results.info/#/athlete/12982,Women,-,2023,2,17
Ties VANCRAEYNEST,https://ifsc.results.info/#/athlete/356,Men,177,2017,52,20
Arno LUYPAERT,https://ifsc.results.info/#/athlete/369,Men,-,2017,14,25
Emiliano TORRIJO,https://ifsc.results.info/#/athlete/12057,Men,-,2019,8,22
Lukas MOKROLUSKY,https://ifsc.results.info/#/athlete/12565,Men,-,2021,26,16
Hugo PARMENTIER,https://ifsc.results.info/#/athlete/492,Men,167,2012,44,25
Romaric GEFFROY,https://ifsc.results.info/#/athlete/593,Men,177,2017,9,27
Adrien LEMAIRE,https://ifsc.results.info/#/athlete/518,Men,-,2014,34,25
Luca BOLDRINI,https://ifsc.results.info/#/athlete/11576,Men,-,2019,33,18
Stefano GHISOLFI,https://ifsc.results.info/#/athlete/855,Men,169,2007,195,30
Diego Ernesto VÁZQUEZ,https://ifsc.results.info/#/athlete/14653,Men,-,2023,4,29
Roxy PERRY,https://ifsc.results.info/#/athlete/2490,Women,-,2011,32,26
Savina NICELLI,https://ifsc.results.info/#/athlete/12525,Women,-,2021,19,19
Giulia BERNARDINI,https://ifsc.results.info/#/athlete/11690,Women,-,2019,12,18
Natsumi HIRANO,https://ifsc.results.info/#/athlete/2369,Women,-,2016,28,21
Risa OTA,https://ifsc.results.info/#/athlete/2267,Women,161,2009,78,30
Helen GILLETT,https://ifsc.results.info/#/athlete/1990,Women,-,2018,3,20
Alejo SUTER,https://ifsc.results.info/#/athlete/13828,Men,-,2022,10,16
Boyan KIROV,https://ifsc.results.info/#/athlete/12513,Men,-,2021,38,16
León PINO,https://ifsc.results.info/#/athlete/14651,Men,-,2014,9,24
Lovre ČULIĆ,https://ifsc.results.info/#/athlete/12692,Men,-,2021,19,16
Frederik VIBERG CHRISTIANSEN,https://ifsc.results.info/#/athlete/11518,Men,-,2019,15,22
Tulio OBREGON,https://ifsc.results.info/#/athlete/12019,Men,-,2019,8,20
Keit NURGA,https://ifsc.results.info/#/athlete/11520,Men,168,2019,2,26
Emilio FLORES,https://ifsc.results.info/#/athlete/14762,Men,-,2023,5,17
Gergő VÁLYI,https://ifsc.results.info/#/athlete/2203,Men,176,2018,52,19
Muhammad RIZKY SYAHRAFLI SIMATUPANG,https://ifsc.results.info/#/athlete/12870,Men,170,2022,9,19
Musauwir MUSAUWIR,https://ifsc.results.info/#/athlete/12872,Men,-,2022,9,19
Muhammad Ferza Fernada ABDI,https://ifsc.results.info/#/athlete/13548,Men,-,2022,8,20
Putra TRI RAMADANI,https://ifsc.results.info/#/athlete/14090,Men,-,2022,5,18
Sigrid BIM,https://ifsc.results.info/#/athlete/10705,Men,-,2011,11,24
Mohammadamin YAZDIZAD,https://ifsc.results.info/#/athlete/3548,Men,180,2016,6,24
Azat MAIKOTOV,https://ifsc.results.info/#/athlete/13067,Men,-,2021,5,20
Dohyeon KIM,https://ifsc.results.info/#/athlete/11859,Men,180,2019,20,18
Kenu PUERTA WONG,https://ifsc.results.info/#/athlete/14888,Men,173,2023,5,17
Elliot ERIKSSON,https://ifsc.results.info/#/athlete/11640,Men,-,2019,13,19
Albin MEYER,https://ifsc.results.info/#/athlete/12255,Men,-,2021,12,19
Gabriel KERN,https://ifsc.results.info/#/athlete/12250,Men,180,2021,14,17
Teeraphon BOONDECH,https://ifsc.results.info/#/athlete/3938,Men,-,2015,27,22
Roman VASKO,https://ifsc.results.info/#/athlete/8672,Men,-,2011,9,27
Maksym VNUKOV,https://ifsc.results.info/#/athlete/11497,Men,-,2019,30,18
Mykhayil TKACHUK,https://ifsc.results.info/#/athlete/1502,Men,-,2014,85,23
Aaron MATTES,https://ifsc.results.info/#/athlete/11841,Men,-,2019,6,21
Joaquin TAPIA,https://ifsc.results.info/#/athlete/14887,Men,165,2023,2,21
Petr BURIAN,https://ifsc.results.info/#/athlete/1393,Men,193,2014,18,32
Paolo RIVADENEIRA,https://ifsc.results.info/#/athlete/3242,Men,180,2018,16,20
Mehdi ALIPOUR SHENAZANDIFARD,https://ifsc.results.info/#/athlete/3477,Men,-,2012,17,25
Valeriy SERDYUK,https://ifsc.results.info/#/athlete/3390,Men,-,2015,17,24
Sangmin KIM,https://ifsc.results.info/#/athlete/2095,Men,-,2016,7,25
Hubert PRZYTULA,https://ifsc.results.info/#/athlete/2853,Men,-,2011,16,30
Oskar SZALECKI,https://ifsc.results.info/#/athlete/12393,Men,-,2020,19,17
Sirapob JIRAJATURAPAK,https://ifsc.results.info/#/athlete/3939,Men,-,2015,34,23
Hryhorii ILCHYSHYN,https://ifsc.results.info/#/athlete/1547,Men,-,2018,38,19
Denys MOZOLEVYCH,https://ifsc.results.info/#/athlete/11738,Men,-,2019,24,18
