Rank,Name,,Country,Qualification,Final,event_name,date,gender
30,CARLOS,GRANJA,ECU,5.85,,Villars_(SUI)_2022,30 June - 2 July 2022,Men
31,MICHAEL,FINN-HENRY,CAN,5.87,,Villars_(SUI)_2022,30 June - 2 July 2022,Men
32,ETHAN,PITCHER,CAN,5.88,,Villars_(SUI)_2022,30 June - 2 July 2022,Men
33,EHSAN,ASRAR,IRI,5.902,,Villars_(SUI)_2022,30 June - 2 July 2022,Men
34,ZACH,HAMMER,USA,5.904,,Villars_(SUI)_2022,30 June - 2 July 2022,Men
35,SHUTO,FUJINO,JPN,5.909,,Villars_(SUI)_2022,30 June - 2 July 2022,Men
36,JUN,YASUKAWA,JPN,5.92,,Villars_(SUI)_2022,30 June - 2 July 2022,Men
37,MOHSEN,SHAFIEI,IRI,5.96,,Villars_(SUI)_2022,30 June - 2 July 2022,Men
38,ISAAC,ESTEVEZ,ECU,5.983,,Villars_(SUI)_2022,30 June - 2 July 2022,Men
39,SEBASTIAN,LUCKE,GER,5.986,,Villars_(SUI)_2022,30 June - 2 July 2022,Men
40,ALISHER,MURAT,KAZ,5.991,,Villars_(SUI)_2022,30 June - 2 July 2022,Men
41,KOSTIANTYN,PAVLENKO,UKR,5.995,,Villars_(SUI)_2022,30 June - 2 July 2022,Men
42,YANN,LE CLERCQ DE LANNOY,FRA,6.00,,Villars_(SUI)_2022,30 June - 2 July 2022,Men
43,LUKAS,KNAPP,AUT,6.09,,Villars_(SUI)_2022,30 June - 2 July 2022,Men
44,OSKAR,SZALECKI,POL,6.13,,Villars_(SUI)_2022,30 June - 2 July 2022,Men
45,CHEUNG-CHI SHOJI,CHAN,HKG,6.18,,Villars_(SUI)_2022,30 June - 2 July 2022,Men
46,QUINN,O'FRANCIA,USA,6.20,,Villars_(SUI)_2022,30 June - 2 July 2022,Men
47,LINUS,BADER,GER,6.22,,Villars_(SUI)_2022,30 June - 2 July 2022,Men
48,AYUMU,MITA,JPN,6.27,,Villars_(SUI)_2022,30 June - 2 July 2022,Men
49,YUDAI,IKEDA,JPN,6.28,,Villars_(SUI)_2022,30 June - 2 July 2022,Men
50,MINSU,KANG,KOR,6.33,,Villars_(SUI)_2022,30 June - 2 July 2022,Men
51,TAEUNG,MOON,KOR,6.34,,Villars_(SUI)_2022,30 June - 2 July 2022,Men
52,JAN,KRIZ,CZE,6.35,,Villars_(SUI)_2022,30 June - 2 July 2022,Men
53,JOE,GOODACRE,USA,6.39,,Villars_(SUI)_2022,30 June - 2 July 2022,Men
54,DYLAN,LE,CAN,6.46,,Villars_(SUI)_2022,30 June - 2 July 2022,Men
55,CHI-FUNG,AU,HKG,6.555,,Villars_(SUI)_2022,30 June - 2 July 2022,Men
56,MATVEY,YESSIPOV,KAZ,6.558,,Villars_(SUI)_2022,30 June - 2 July 2022,Men
57,MARIUS,PAYET GABORIAUD,FRA,6.58,,Villars_(SUI)_2022,30 June - 2 July 2022,Men
58,CHEUK-NAM,WONG,HKG,6.61,,Villars_(SUI)_2022,30 June - 2 July 2022,Men
59,ALEJANDRO,RIVAS DOMÍNGUEZ,ESP,6.68,,Villars_(SUI)_2022,30 June - 2 July 2022,Men
60,LIANG,ZHANG,CHN,6.75,,Villars_(SUI)_2022,30 June - 2 July 2022,Men
61,MICAH,LISS,USA,7.29,,Villars_(SUI)_2022,30 June - 2 July 2022,Men
62,JOSHUA,BRUYNS,RSA,7.30,,Villars_(SUI)_2022,30 June - 2 July 2022,Men
63,MATTHEW,FALL,GBR,7.50,,Villars_(SUI)_2022,30 June - 2 July 2022,Men
64,VALENTIN,STERNIK,ARG,7.88,,Villars_(SUI)_2022,30 June - 2 July 2022,Men
65,RAFE,STOKES,GBR,7.93,,Villars_(SUI)_2022,30 June - 2 July 2022,Men
66,AMIR,MAIMURATOV,KAZ,10.94,,Villars_(SUI)_2022,30 June - 2 July 2022,Men
67,TSZ-KIU,LAU,HKG,12.17,,Villars_(SUI)_2022,30 June - 2 July 2022,Men
68,LAWRENCE,BOGESCHDORFER,AUT,fall,,Villars_(SUI)_2022,30 June - 2 July 2022,Men
69,MAN-HEI,CHUNG,HKG,false start,,Villars_(SUI)_2022,30 June - 2 July 2022,Men
1,LIJUAN,DENG,CHN,6.94,6.87,Villars_(SUI)_2022,30 June - 2 July 2022,Women
2,DI,NIU,CHN,6.91 (asr),8.22,Villars_(SUI)_2022,30 June - 2 July 2022,Women
3,DESAK,MADE RITA KUSUMA DEWI,INA,6.97,7.06,Villars_(SUI)_2022,30 June - 2 July 2022,Women
4,ANNA,BROZEK,POL,7.66,7.39,Villars_(SUI)_2022,30 June - 2 July 2022,Women
5,RAJIAH,SALLSABILLAH,INA,7.05,8.43,Villars_(SUI)_2022,30 June - 2 July 2022,Women
6,EMMA,HUNT,USA,7.19,9.17,Villars_(SUI)_2022,30 June - 2 July 2022,Women
7,NATALIA,KALUCKA,POL,7.26,8.30,Villars_(SUI)_2022,30 June - 2 July 2022,Women
8,CAPUCINE,VIGLIONE,FRA,7.38,8.37,Villars_(SUI)_2022,30 June - 2 July 2022,Women
9,ALEKSANDRA,KALUCKA,POL,6.95,8.03,Villars_(SUI)_2022,30 June - 2 July 2022,Women
10,AURELIA,SARISSON,FRA,7.21,fall,Villars_(SUI)_2022,30 June - 2 July 2022,Women
11,SHENGYAN,WANG,CHN,7.36,false start,Villars_(SUI)_2022,30 June - 2 July 2022,Women
12,PATRYCJA,CHUDZIAK,POL,7.40,7.62,Villars_(SUI)_2022,30 June - 2 July 2022,Women
13,NURUL,IQAMAH,INA,7.43,7.73,Villars_(SUI)_2022,30 June - 2 July 2022,Women
14,ANDREA,ROJAS,ECU,7.60,7.95,Villars_(SUI)_2022,30 June - 2 July 2022,Women
15,FRANZISKA,RITTER,GER,7.72,7.77,Villars_(SUI)_2022,30 June - 2 July 2022,Women
16,BEATRICE,COLLI,ITA,7.78,7.60,Villars_(SUI)_2022,30 June - 2 July 2022,Women
17,LESLIE ADRIANA,ROMERO PÉREZ,ESP,7.80,,Villars_(SUI)_2022,30 June - 2 July 2022,Women
18,ALIVANY,VER KHADIJAH,INA,7.83,,Villars_(SUI)_2022,30 June - 2 July 2022,Women
19,GIULIA,RANDI,ITA,7.85,,Villars_(SUI)_2022,30 June - 2 July 2022,Women
20,NURIA,BROCKFELD,GER,7.92,,Villars_(SUI)_2022,30 June - 2 July 2022,Women
21,VICTOIRE,ANDRIER,FRA,7.96,,Villars_(SUI)_2022,30 June - 2 July 2022,Women
22,TAMARA,ULZHABAYEVA,KAZ,8.00,,Villars_(SUI)_2022,30 June - 2 July 2022,Women
23,CARLA,MARTÍNEZ VIDAL,ESP,8.02,,Villars_(SUI)_2022,30 June - 2 July 2022,Women
24,JIMIN,JEONG,KOR,8.05,,Villars_(SUI)_2022,30 June - 2 July 2022,Women
25,GUIZHEN,XIE,CHN,8.07,,Villars_(SUI)_2022,30 June - 2 July 2022,Women
26,KARIN,HAYASHI,JPN,8.10,,Villars_(SUI)_2022,30 June - 2 July 2022,Women
27,JULIA,KOCH,GER,8.15,,Villars_(SUI)_2022,30 June - 2 July 2022,Women
28,AI,TAKEUCHI,JPN,8.241,,Villars_(SUI)_2022,30 June - 2 July 2022,Women
29,SUSAN,NURHIDAYAH,INA,8.247,,Villars_(SUI)_2022,30 June - 2 July 2022,Women
30,FUMIKA,KAWAKAMI,JPN,8.33,,Villars_(SUI)_2022,30 June - 2 July 2022,Women
31,PIPER,KELLY,USA,8.38,,Villars_(SUI)_2022,30 June - 2 July 2022,Women
32,MARÍA,LABORDA SAGASTE,ESP,8.45,,Villars_(SUI)_2022,30 June - 2 July 2022,Women
33,LAURA,STÖCKLER,AUT,8.49,,Villars_(SUI)_2022,30 June - 2 July 2022,Women
34,MARGARITA,AGAMBAYEVA,KAZ,8.57,,Villars_(SUI)_2022,30 June - 2 July 2022,Women
35,SARAH,VOUAUX,FRA,8.72,,Villars_(SUI)_2022,30 June - 2 July 2022,Women
36,HEEJU,NOH,KOR,8.73,,Villars_(SUI)_2022,30 June - 2 July 2022,Women
37,ERICA,VELEV,CAN,8.78,,Villars_(SUI)_2022,30 June - 2 July 2022,Women
38,ASSEL,MARLENOVA,KAZ,8.80,,Villars_(SUI)_2022,30 June - 2 July 2022,Women
39,SOPHIA,CURCIO,USA,8.99,,Villars_(SUI)_2022,30 June - 2 July 2022,Women
40,ALEJANDRA,CONTRERAS,CHI,9.17,,Villars_(SUI)_2022,30 June - 2 July 2022,Women
41,LIBERTY,RUNNELS,USA,9.20,,Villars_(SUI)_2022,30 June - 2 July 2022,Women
42,VALERIA,MACIAS FERREIRA,MEX,9.25,,Villars_(SUI)_2022,30 June - 2 July 2022,Women
43,HANAREUM,SUNG,KOR,9.61,,Villars_(SUI)_2022,30 June - 2 July 2022,Women
44,MANON,LEBON,FRA,9.64,,Villars_(SUI)_2022,30 June - 2 July 2022,Women
45,NATSUMI,HAYASHI,JPN,9.65,,Villars_(SUI)_2022,30 June - 2 July 2022,Women
46,MIA,WEEDA,AUS,11.45,,Villars_(SUI)_2022,30 June - 2 July 2022,Women
47,MARÍA FERNANDA,HIDALGO AMEZQUITA,MEX,12.93,,Villars_(SUI)_2022,30 June - 2 July 2022,Women
48,YUFANG,XIE,CHN,false start,,Villars_(SUI)_2022,30 June - 2 July 2022,Women
1,JINBAO,LONG,CHN,5.21,5.11,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
2,ERIK,NOYA CARDONA,ESP,5.492,5.49,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
3,ASPAR,ASPAR,INA,5.494,5.53,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
4,VEDDRIQ,LEONARDO,INA,5.34,6.59,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
5,LIANG,ZHANG,CHN,5.15,fall,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
6,LONG,CAO,CHN,5.16,fall,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
7,JIANGUO,LONG,CHN,5.22,fall,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
8,ALFIAN,MUHAMMAD FAJRI,INA,5.611,5.36,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
9,KIROMAL,KATIBIN,INA,5.00 (wr) (asr),5.89,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
10,REZA,ALIPOUR SHENAZANDIFARD,IRI,5.28,5.61,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
11,JOHN,BROSLER,USA,5.31,7.27,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
12,ZAENAL,ARIPIN,INA,5.45,false start,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
13,AMIR,MAIMURATOV,KAZ,5.50,5.54,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
14,NOAH,BRATSCHI,USA,5.57,5.64,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
15,LUDOVICO,FOSSALI,ITA,5.583,fall,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
16,RYO,OMASA,JPN,5.585,5.80,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
17,RISHAT,KHAIBULLIN,KAZ,5.619,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
18,SEBASTIAN,LUCKE,GER,5.64,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
19,EUNCHEOL,SHIN,KOR,5.66,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
20,MICHAEL,FINN-HENRY,CAN,5.69,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
21,YONGJUN,JUNG,KOR,5.71,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
22,CARLOS,GRANJA,ECU,5.720,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
23,ISAAC,ESTEVEZ,ECU,5.727,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
24,ETHAN,PITCHER,CAN,5.80,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
25,MINHUI,WANG,CHN,5.81,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
26,MOHSEN,SHAFIEI,IRI,5.89,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
27,SHUTO,FUJINO,JPN,5.91,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
28,JOE,GOODACRE,USA,5.924,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
29,LAWRENCE,BOGESCHDORFER,AUT,5.928,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
30,YANN,LE CLERCQ DE LANNOY,FRA,5.96,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
31,RAHMAD,ADI MULYONO,INA,6.000,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
32,MATTEO,ZURLONI,ITA,6.009,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
33,LINUS,BADER,GER,6.01,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
34,CHEUNG-CHI SHOJI,CHAN,HKG,6.055,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
35,ALISHER,MURAT,KAZ,6.059,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
36,KOSTIANTYN,PAVLENKO,UKR,6.063,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
37,YUDAI,IKEDA,JPN,6.066,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
38,EHSAN,ASRAR,IRI,6.10,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
39,ZACH,HAMMER,USA,6.12,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
40,ALEJANDRO,RIVAS DOMÍNGUEZ,ESP,6.144,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
41,MINSU,KANG,KOR,6.149,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
42,TAEUNG,MOON,KOR,6.16,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
43,CHEUK-NAM,WONG,HKG,6.17,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
44,AYUMU,MITA,JPN,6.181,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
45,ALESSANDRO,BOULOS,ITA,6.188,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
46,JAN,KRIZ,CZE,6.29,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
47,ALESSANDRO,CINGARI,ITA,6.32,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
48,LUKAS,KNAPP,AUT,6.41,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
49,CHI-FUNG,AU,HKG,6.42,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
50,MATVEY,YESSIPOV,KAZ,6.47,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
51,GUILLAUME,MORO,FRA,6.50,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
52,GIAN LUCA,ZODDA,ITA,6.555,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
53,MATTHEW,FALL,GBR,6.556,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
54,DYLAN,LE,CAN,6.62,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
55,RICHARD,LI,USA,6.90,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
56,VALENTIN,STERNIK,ARG,7.21,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
57,JOSHUA,BRUYNS,RSA,7.24,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
58,SAMUEL,WATSON,USA,7.28,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
59,MAN-HEI,CHUNG,HKG,7.44,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
60,JUN,YASUKAWA,JPN,7.50,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
61,AARON,MATTES,AUS,8.01,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
62,TSZ-KIU,LAU,HKG,false start,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Men
1,LIJUAN,DENG,CHN,6.74 (asr),6.55 (asr),Chamonix_(FRA)_2022,8 July - 10 July 2022,Women
2,ALEKSANDRA,KALUCKA,POL,6.87,6.64,Chamonix_(FRA)_2022,8 July - 10 July 2022,Women
3,DESAK,MADE RITA KUSUMA DEWI,INA,7.02,6.82,Chamonix_(FRA)_2022,8 July - 10 July 2022,Women
4,RAJIAH,SALLSABILLAH,INA,6.85,6.90,Chamonix_(FRA)_2022,8 July - 10 July 2022,Women
5,GUIZHEN,XIE,CHN,7.05,7.17,Chamonix_(FRA)_2022,8 July - 10 July 2022,Women
6,DI,NIU,CHN,7.09,7.06,Chamonix_(FRA)_2022,8 July - 10 July 2022,Women
7,NATALIA,KALUCKA,POL,7.15,7.08,Chamonix_(FRA)_2022,8 July - 10 July 2022,Women
8,NURUL,IQAMAH,INA,7.22,7.25,Chamonix_(FRA)_2022,8 July - 10 July 2022,Women
9,AURELIA,SARISSON,FRA,7.19,9.39,Chamonix_(FRA)_2022,8 July - 10 July 2022,Women
10,CAPUCINE,VIGLIONE,FRA,7.321,8.03,Chamonix_(FRA)_2022,8 July - 10 July 2022,Women
11,JIMIN,JEONG,KOR,7.39,8.13,Chamonix_(FRA)_2022,8 July - 10 July 2022,Women
12,PATRYCJA,CHUDZIAK,POL,7.41,7.52,Chamonix_(FRA)_2022,8 July - 10 July 2022,Women
13,BEATRICE,COLLI,ITA,7.65,7.88,Chamonix_(FRA)_2022,8 July - 10 July 2022,Women
14,VICTOIRE,ANDRIER,FRA,7.70,7.43,Chamonix_(FRA)_2022,8 July - 10 July 2022,Women
15,ANDREA,ROJAS,ECU,7.73,8.08,Chamonix_(FRA)_2022,8 July - 10 July 2022,Women
16,YUFANG,XIE,CHN,7.324,dns,Chamonix_(FRA)_2022,8 July - 10 July 2022,Women
17,MAHYA,DARABIAN,IRI,7.86,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Women
18,GIULIA,RANDI,ITA,7.87,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Women
19,KARIN,HAYASHI,JPN,7.92,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Women
20,ALIVANY,VER KHADIJAH,INA,7.96,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Women
21,MINGWEI,NI,CHN,7.99,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Women
22,CARLA,MARTÍNEZ VIDAL,ESP,8.08,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Women
23,AI,TAKEUCHI,JPN,8.13,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Women
24,ERICA,VELEV,CAN,8.15,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Women
25,PIPER,KELLY,USA,8.16,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Women
26,NATSUMI,HAYASHI,JPN,8.20,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Women
27,FUMIKA,KAWAKAMI,JPN,8.27,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Women
28,JULIA,KOCH,GER,8.37,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Women
29,ASSEL,MARLENOVA,KAZ,8.41,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Women
30,HEEJU,NOH,KOR,8.60,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Women
31,LIBERTY,RUNNELS,USA,8.67,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Women
32,SARAH,VOUAUX,FRA,8.73,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Women
33,SOPHIA,CURCIO,USA,8.74,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Women
34,KOBRA,LAKZAIIFAR,IRI,8.83,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Women
35,VALERIA,MACIAS FERREIRA,MEX,8.84,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Women
36,PUJA,LESTARI,INA,9.07,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Women
37,HANAREUM,SUNG,KOR,9.12,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Women
38,MARGARITA,AGAMBAYEVA,KAZ,9.18,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Women
39,MARÍA FERNANDA,HIDALGO AMEZQUITA,MEX,12.11,,Chamonix_(FRA)_2022,8 July - 10 July 2022,Women
1,SAMUEL,WATSON,USA,5.49,5.97,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Men
2,JINBAO,LONG,CHN,5.73,6.93,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Men
3,ERIK,NOYA CARDONA,ESP,5.56,wildcard,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Men
4,GIAN LUCA,ZODDA,ITA,5.58,false start,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Men
5,JIANGUO,LONG,CHN,5.50,fall,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Men
6,RISHAT,KHAIBULLIN,KAZ,5.59,6.40,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Men
7,JOHN,BROSLER,USA,5.60,fall,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Men
8,YONGJUN,JUNG,KOR,5.67,false start,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Men
9,GUILLAUME,MORO,FRA,5.62,5.91,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Men
10,RYO,OMASA,JPN,5.69,5.94,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Men
11,ETHAN,PITCHER,CAN,5.78,9.44,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Men
12,NOAH,BRATSCHI,USA,5.84,false start,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Men
13,RICHARD,LI,USA,5.94,8.54,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Men
14,LEANDER,CARMANNS,GER,6.060,5.83,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Men
15,LUKAS,KNAPP,AUT,6.068,7.78,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Men
16,JOE,GOODACRE,USA,6.07,8.83,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Men
17,ALESSANDRO,CINGARI,ITA,6.08,,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Men
18,MICHAEL,FINN-HENRY,CAN,6.15,,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Men
19,MUNEKAZU,KITAMI,JPN,6.22,,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Men
20,ALISHER,MURAT,KAZ,6.23,,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Men
21,MATTHEW,FALL,GBR,6.26,,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Men
22,LINUS,BADER,GER,6.27,,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Men
23,HUBERT,PRZYTULA,POL,6.298,,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Men
24,HAJIME,TAKEDA,JPN,6.299,,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Men
25,MARCO,RONTINI,ITA,6.32,,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Men
26,CHEUNG-CHI SHOJI,CHAN,HKG,6.50,,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Men
27,PENG,WU,CHN,6.64,,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Men
28,JOSHUA,BRUYNS,RSA,6.73,,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Men
29,ANDREW,GOODALL,GBR,6.75,,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Men
30,CHI-FUNG,AU,HKG,6.76,,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Men
31,LUDOVICO,FOSSALI,ITA,6.81,,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Men
32,AYUMU,MITA,JPN,7.82,,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Men
33,SHUTO,FUJINO,JPN,8.16,,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Men
34,AMIR,MAIMURATOV,KAZ,8.33,,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Men
35,RAFE,STOKES,GBR,8.41,,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Men
36,ALESSANDRO,BOULOS,ITA,9.27,,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Men
37,DANYIL,BOLDYREV,UKR,false start,,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Men
37,LONG,CAO,CHN,false start,,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Men
37,MARCIN,DZIENSKI,POL,false start,,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Men
37,ZACH,HAMMER,USA,false start,,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Men
37,LIANG,ZHANG,CHN,false start,,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Men
1,ALEKSANDRA,KALUCKA,POL,7.06,7.47,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Women
2,NATALIA,KALUCKA,POL,7.00,fall,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Women
3,EMMA,HUNT,USA,7.02 (par),7.28,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Women
4,GIULIA,RANDI,ITA,7.698,7.63,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Women
5,PATRYCJA,CHUDZIAK,POL,7.579,8.71,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Women
6,DI,NIU,CHN,7.67,fall,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Women
6,YUFANG,XIE,CHN,7.67,10.41,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Women
8,ANNA,BROZEK,POL,7.699,9.11,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Women
9,LIJUAN,DENG,CHN,7.24,7.72,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Women
10,SHENGYAN,WANG,CHN,7.574,7.57,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Women
11,AURELIA,SARISSON,FRA,7.62,8.82,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Women
12,CAPUCINE,VIGLIONE,FRA,7.66,7.80,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Women
13,BEATRICE,COLLI,ITA,7.691,7.76,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Women
14,TAMARA,ULZHABAYEVA,KAZ,8.03,8.01,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Women
15,GUIZHEN,XIE,CHN,8.07,8.11,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Women
16,SOFIA,BELLESINI,ITA,8.18,8.16,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Women
17,JULIA,KOCH,GER,8.28,,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Women
18,ASSEL,MARLENOVA,KAZ,8.42,,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Women
19,NATSUMI,HAYASHI,JPN,8.79,,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Women
20,JIMIN,JEONG,KOR,8.80,,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Women
21,FRANZISKA,RITTER,GER,9.65,,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Women
22,MANAMI,AIBARA,JPN,9.93,,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Women
23,SOPHIA,CURCIO,USA,9.94,,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Women
24,SAVEENA,FILLINGHAM,GBR,10.29,,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Women
25,HARUKA,KANETANI,JPN,11.50,,Edinburgh_(GBR)_2022,9 September - 11 September 2022,Women
